period,id,orderId,date,timestamp,symbol,type,price,amount,total,realizedPnl,marginCoin,fee,feeCoin,leverage,invest,category
period-03,222273005,17112564426,06.10.2021 10:38:04,1633505884166,ETHUSD_PERP,BUY,3456.83,11,0.0318210614927549,0.0003367,ETH,0.00001591,ETH,3,,f-coin-classic
period-03,222273006,17112564426,06.10.2021 10:38:04,1633505884166,ETHUSD_PERP,BUY,3456.83,3489,10.0930621407474,0.10679715,ETH,0.00504653,ETH,3,,f-coin-classic
period-03,222281102,17112891851,06.10.2021 11:02:48,1633507368132,ETHUSD_PERP,BUY,3450,1000,2.89855072463768,0,ETH,0.00028985,ETH,3,,f-coin-classic
period-03,222294354,17115457660,06.10.2021 11:20:35,1633508435059,ETHUSD_PERP,BUY,3430,858,2.50145772594752,0,ETH,0.00025014,ETH,3,,f-coin-classic
period-03,222294355,17115457660,06.10.2021 11:20:35,1633508435059,ETHUSD_PERP,BUY,3430,142,0.41399416909621,0,ETH,0.00004139,ETH,3,,f-coin-classic
period-03,222316918,17116857253,06.10.2021 11:29:36,1633508976849,ETHUSD_PERP,BUY,3400.09,1000,2.94109861797776,0,ETH,0.00147054,ETH,3,,f-coin-classic
period-03,222319126,17117042374,06.10.2021 11:31:27,1633509087650,ETHUSD_PERP,BUY,3393.95,480,1.41428129465667,0,ETH,0.00070714,ETH,3,,f-coin-classic
period-03,222319127,17117042374,06.10.2021 11:31:27,1633509087650,ETHUSD_PERP,BUY,3393.95,20,0.0589283872773612,0,ETH,0.00002946,ETH,3,,f-coin-classic
period-03,222335647,17117907034,06.10.2021 11:39:44,1633509584056,ETHUSD_PERP,BUY,3374.24,100,0.296363032860733,0,ETH,0.00014818,ETH,3,,f-coin-classic
period-03,222335648,17117907034,06.10.2021 11:39:44,1633509584056,ETHUSD_PERP,BUY,3374.24,100,0.296363032860733,0,ETH,0.00014818,ETH,3,,f-coin-classic
period-03,222349811,17119514840,06.10.2021 11:57:34,1633510654948,ETHUSD_PERP,BUY,3382.29,200,0.591315351433496,0,ETH,0.00029565,ETH,3,,f-coin-classic
period-03,222351673,17119744483,06.10.2021 12:00:15,1633510815327,ETHUSD_PERP,BUY,3373.17,72,0.213449070162488,0,ETH,0.00010672,ETH,3,,f-coin-classic
period-03,222351674,17119744483,06.10.2021 12:00:15,1633510815327,ETHUSD_PERP,BUY,3373.17,228,0.675922055514546,0,ETH,0.00033796,ETH,3,,f-coin-classic
period-03,222403602,17125205328,06.10.2021 13:05:55,1633514755168,ETHUSD_PERP,BUY,3354.07,100,0.298145238471469,0,ETH,0.00014907,ETH,3,,f-coin-classic
period-03,222421882,17126344796,06.10.2021 13:36:01,1633516561197,ETHUSD_PERP,BUY,3389.53,200,0.590052308137116,0,ETH,0.00029502,ETH,3,,f-coin-classic
period-04,247862026,18770181584,06.11.2021 13:54:20,1636196060205,ETHUSD_PERP,BUY,4398,500,1.1368804001819,0,ETH,0.00011368,ETH,3,,f-coin-classic
period-04,255425743,18514304589,16.11.2021 13:13:19,1637057599878,ETHUSD_PERP,BUY,4101,1500,3.65764447695684,0,ETH,0.00036576,ETH,3,,f-coin-classic
period-04,293905525,29630050048,18.11.2021 20:05:07,1637255107351,BTCUSD_PERP,BUY,57245.9,96,0.167697599304055,0,BTC,0.00008384,BTC,5,,f-coin-signal
period-04,293905526,29630050048,18.11.2021 20:05:07,1637255107351,BTCUSD_PERP,BUY,57245.9,240,0.419243998260137,0,BTC,0.00020962,BTC,5,,f-coin-signal
period-04,293905527,29630050048,18.11.2021 20:05:07,1637255107351,BTCUSD_PERP,BUY,57245.9,100,0.174684999275057,0,BTC,0.00008734,BTC,5,,f-coin-signal
period-04,293905528,29630050048,18.11.2021 20:05:07,1637255107351,BTCUSD_PERP,BUY,57245.9,240,0.419243998260137,0,BTC,0.00020962,BTC,5,,f-coin-signal
period-04,293905529,29630050048,18.11.2021 20:05:07,1637255107351,BTCUSD_PERP,BUY,57245.9,198,0.345876298564613,0,BTC,0.00017293,BTC,5,,f-coin-signal
period-04,293905530,29630050048,18.11.2021 20:05:07,1637255107351,BTCUSD_PERP,BUY,57245.9,100,0.174684999275057,0,BTC,0.00008734,BTC,5,,f-coin-signal
period-04,293905531,29630050048,18.11.2021 20:05:07,1637255107351,BTCUSD_PERP,BUY,57245.9,26,0.0454180998115149,0,BTC,0.0000227,BTC,5,,f-coin-signal
period-04,293985756,29634231774,18.11.2021 20:24:55,1637256295255,BTCUSD_PERP,SELL,57691.8,154,0.266935682367338,0.00207921,BTC,0.00002669,BTC,5,,f-coin-signal
period-04,293985757,29634231774,18.11.2021 20:24:55,1637256295268,BTCUSD_PERP,SELL,57691.8,10,0.017333485868009,0.00013501,BTC,0.00000173,BTC,5,,f-coin-signal
period-04,293985758,29634231774,18.11.2021 20:24:55,1637256295269,BTCUSD_PERP,SELL,57691.8,9,0.0156001372812081,0.00012151,BTC,0.00000156,BTC,5,,f-coin-signal
period-04,293985759,29634231774,18.11.2021 20:24:55,1637256295276,BTCUSD_PERP,SELL,57691.8,8,0.0138667886944072,0.00010801,BTC,0.00000138,BTC,5,,f-coin-signal
period-04,293985760,29634231774,18.11.2021 20:24:55,1637256295285,BTCUSD_PERP,SELL,57691.8,58,0.100534218034452,0.00078308,BTC,0.00001005,BTC,5,,f-coin-signal
period-04,293985761,29634231774,18.11.2021 20:24:55,1637256295287,BTCUSD_PERP,SELL,57691.8,174,0.301602654103356,0.00234924,BTC,0.00003016,BTC,5,,f-coin-signal
period-04,293985762,29634231774,18.11.2021 20:24:55,1637256295292,BTCUSD_PERP,SELL,57691.8,26,0.0450670632568233,0.00035103,BTC,0.0000045,BTC,5,,f-coin-signal
period-04,293985763,29634231774,18.11.2021 20:24:55,1637256295297,BTCUSD_PERP,SELL,57691.8,12,0.0208001830416108,0.00016201,BTC,0.00000208,BTC,5,,f-coin-signal
period-04,293985764,29634231774,18.11.2021 20:24:55,1637256295303,BTCUSD_PERP,SELL,57691.8,10,0.017333485868009,0.00013501,BTC,0.00000173,BTC,5,,f-coin-signal
period-04,293985765,29634231774,18.11.2021 20:24:55,1637256295312,BTCUSD_PERP,SELL,57691.8,9,0.0156001372812081,0.00012151,BTC,0.00000156,BTC,5,,f-coin-signal
period-04,293985766,29634231774,18.11.2021 20:24:55,1637256295317,BTCUSD_PERP,SELL,57691.8,30,0.0520004576040269,0.00040504,BTC,0.0000052,BTC,5,,f-coin-signal
period-04,294247213,29634372145,19.11.2021 01:08:07,1637273287743,BTCUSD_PERP,SELL,57250,330,0.576419213973799,0.00004128,BTC,0.0002882,BTC,5,,f-coin-signal
period-04,294247214,29634372145,19.11.2021 01:08:07,1637273287743,BTCUSD_PERP,SELL,57250,22,0.0384279475982533,0.00000275,BTC,0.00001921,BTC,5,,f-coin-signal
period-04,294247215,29634372145,19.11.2021 01:08:07,1637273287743,BTCUSD_PERP,SELL,57250,8,0.0139737991266376,0.000001,BTC,0.00000698,BTC,5,,f-coin-signal
period-04,294247216,29634372145,19.11.2021 01:08:07,1637273287743,BTCUSD_PERP,SELL,57249.5,30,0.0524022043860645,0.00000329,BTC,0.0000262,BTC,5,,f-coin-signal
period-04,294247217,29634372145,19.11.2021 01:08:07,1637273287743,BTCUSD_PERP,SELL,57249,1,0.00174675540184108,0,BTC,0.00000087,BTC,5,,f-coin-signal
period-04,294247218,29634372145,19.11.2021 01:08:07,1637273287743,BTCUSD_PERP,SELL,57248.7,109,0.190397336533406,0.00000931,BTC,0.00009519,BTC,5,,f-coin-signal
period-04,294592787,29668041713,19.11.2021 05:43:44,1637289824352,BTCUSD_PERP,BUY,56400,500,0.886524822695035,0,BTC,0.00008865,BTC,5,,f-coin-signal
period-04,294622180,29668067898,19.11.2021 05:52:44,1637290364130,BTCUSD_PERP,BUY,56100,500,0.89126559714795,0,BTC,0.00008912,BTC,5,,f-coin-signal
period-04,294711453,29668094259,19.11.2021 06:41:43,1637293303190,BTCUSD_PERP,BUY,55800,500,0.896057347670251,0,BTC,0.0000896,BTC,5,,f-coin-signal
period-04,296796006,29955792425,22.11.2021 03:15:03,1637540103217,BTCUSD_PERP,SELL,58100,6,0.0103270223752151,0.00036836,BTC,0.00000516,BTC,5,,f-coin-signal
period-04,296796007,29955792425,22.11.2021 03:15:03,1637540103217,BTCUSD_PERP,SELL,58100,581,1,0.03567036,BTC,0.0005,BTC,5,,f-coin-signal
period-04,296796008,29955792425,22.11.2021 03:15:03,1637540103217,BTCUSD_PERP,SELL,58100,300,0.516351118760757,0.01841843,BTC,0.00025817,BTC,5,,f-coin-signal
period-04,296796009,29955792425,22.11.2021 03:15:03,1637540103217,BTCUSD_PERP,SELL,58100,11,0.0189328743545611,0.00067534,BTC,0.00000946,BTC,5,,f-coin-signal
period-04,296796010,29955792425,22.11.2021 03:15:03,1637540103217,BTCUSD_PERP,SELL,58100,10,0.0172117039586919,0.00061394,BTC,0.0000086,BTC,5,,f-coin-signal
period-04,296796011,29955792425,22.11.2021 03:15:03,1637540103217,BTCUSD_PERP,SELL,58100,210,0.36144578313253,0.0128929,BTC,0.00018072,BTC,5,,f-coin-signal
period-04,296796012,29955792425,22.11.2021 03:15:03,1637540103217,BTCUSD_PERP,SELL,58100,4,0.00688468158347676,0.00024557,BTC,0.00000344,BTC,5,,f-coin-signal
period-04,296796013,29955792425,22.11.2021 03:15:03,1637540103217,BTCUSD_PERP,SELL,58100,11,0.0189328743545611,0.00067534,BTC,0.00000946,BTC,5,,f-coin-signal
period-04,296796014,29955792425,22.11.2021 03:15:03,1637540103217,BTCUSD_PERP,SELL,58100,8,0.0137693631669535,0.00049115,BTC,0.00000688,BTC,5,,f-coin-signal
period-04,296796015,29955792425,22.11.2021 03:15:03,1637540103217,BTCUSD_PERP,SELL,58100,1,0.00172117039586919,0.00006139,BTC,0.00000086,BTC,5,,f-coin-signal
period-04,296796016,29955792425,22.11.2021 03:15:03,1637540103217,BTCUSD_PERP,SELL,58100,25,0.0430292598967298,0.00153486,BTC,0.00002151,BTC,5,,f-coin-signal
period-04,296796017,29955792425,22.11.2021 03:15:03,1637540103217,BTCUSD_PERP,SELL,58100,10,0.0172117039586919,0.00061394,BTC,0.0000086,BTC,5,,f-coin-signal
period-04,296796018,29955792425,22.11.2021 03:15:03,1637540103217,BTCUSD_PERP,SELL,58100,100,0.172117039586919,0.00613947,BTC,0.00008605,BTC,5,,f-coin-signal
period-04,296796019,29955792425,22.11.2021 03:15:03,1637540103217,BTCUSD_PERP,SELL,58100,60,0.103270223752151,0.00368368,BTC,0.00005163,BTC,5,,f-coin-signal
period-04,296796020,29955792425,22.11.2021 03:15:03,1637540103217,BTCUSD_PERP,SELL,58100,1,0.00172117039586919,0.00006139,BTC,0.00000086,BTC,5,,f-coin-signal
period-04,296796021,29955792425,22.11.2021 03:15:03,1637540103217,BTCUSD_PERP,SELL,58100,2,0.00344234079173838,0.00012278,BTC,0.00000172,BTC,5,,f-coin-signal
period-04,296796022,29955792425,22.11.2021 03:15:03,1637540103217,BTCUSD_PERP,SELL,58100,10,0.0172117039586919,0.00061394,BTC,0.0000086,BTC,5,,f-coin-signal
period-04,296796023,29955792425,22.11.2021 03:15:03,1637540103217,BTCUSD_PERP,SELL,58100,5,0.00860585197934596,0.00030697,BTC,0.0000043,BTC,5,,f-coin-signal
period-04,296796024,29955792425,22.11.2021 03:15:03,1637540103217,BTCUSD_PERP,SELL,58100,1,0.00172117039586919,0.00006139,BTC,0.00000086,BTC,5,,f-coin-signal
period-04,296796025,29955792425,22.11.2021 03:15:03,1637540103217,BTCUSD_PERP,SELL,58100,144,0.247848537005164,0.00884084,BTC,0.00012392,BTC,5,,f-coin-signal
period-04,297961242,30134486304,22.11.2021 22:50:39,1637610639141,BTCUSD_PERP,BUY,56000,86,0.153571428571429,0,BTC,0.00001535,BTC,5,,f-coin-signal
period-04,297961243,30134486304,22.11.2021 22:50:39,1637610639146,BTCUSD_PERP,BUY,56000,349,0.623214285714286,0,BTC,0.00006232,BTC,5,,f-coin-signal
period-04,297961244,30134486304,22.11.2021 22:50:39,1637610639148,BTCUSD_PERP,BUY,56000,65,0.116071428571429,0,BTC,0.0000116,BTC,5,,f-coin-signal
period-04,298609033,30136826458,23.11.2021 12:37:59,1637660279076,BTCUSD_PERP,BUY,55500,250,0.45045045045045,0,BTC,0.00004504,BTC,5,,f-coin-signal
period-04,300847912,30591927805,25.11.2021 19:21:56,1637857316896,BTCUSD_PERP,SELL,59400,125,0.21043771043771,0.01344688,BTC,0.00002104,BTC,5,,f-coin-signal
period-04,300847913,30591927805,25.11.2021 19:21:56,1637857316981,BTCUSD_PERP,SELL,59400,107,0.18013468013468,0.01151053,BTC,0.00001801,BTC,5,,f-coin-signal
period-04,300847914,30591927805,25.11.2021 19:21:57,1637857317055,BTCUSD_PERP,SELL,59400,518,0.872053872053872,0.0557239,BTC,0.0000872,BTC,5,,f-coin-signal
period-04,301192595,30594470654,26.11.2021 08:16:59,1637903819616,BTCUSD_PERP,BUY,57600,126,0.21875,0,BTC,0.00002187,BTC,5,,f-coin-signal
period-04,301192927,30594470654,26.11.2021 08:17:08,1637903828544,BTCUSD_PERP,BUY,57600,124,0.215277777777778,0,BTC,0.00002152,BTC,5,,f-coin-signal
period-04,301252130,30594558084,26.11.2021 10:30:48,1637911848158,BTCUSD_PERP,BUY,57400,300,0.522648083623693,0,BTC,0.00005226,BTC,5,,f-coin-signal
period-04,301265867,30594556896,26.11.2021 10:38:39,1637912319460,BTCUSD_PERP,BUY,57200,236,0.412587412587413,0,BTC,0.00004125,BTC,5,,f-coin-signal
period-04,301265868,30594556896,26.11.2021 10:38:39,1637912319461,BTCUSD_PERP,BUY,57200,264,0.461538461538462,0,BTC,0.00004615,BTC,5,,f-coin-signal
period-04,301306025,30651013921,26.11.2021 10:54:34,1637913274633,BTCUSD_PERP,BUY,56750.6,250,0.440523976839011,0,BTC,0.00004405,BTC,5,,f-coin-signal
period-04,301531192,30068402703,26.11.2021 11:37:43,1637915863422,BTCUSD_PERP,BUY,54900,500,0.910746812386157,0,BTC,0.00009107,BTC,5,,f-coin-signal
period-04,301845435,30669173821,26.11.2021 13:22:57,1637922177984,BTCUSD_PERP,BUY,54800,200,0.364963503649635,0,BTC,0.00003649,BTC,5,,f-coin-signal
period-04,304496730,31050586945,29.11.2021 18:55:47,1638201347740,BTCUSD_PERP,SELL,57033,2000,3.50674171093928,0.04029431,BTC,0.00035067,BTC,5,,f-coin-signal
period-04,305711608,31186282655,30.11.2021 19:13:02,1638288782457,BTCUSD_PERP,BUY,56900,500,0.878734622144112,0,BTC,0.00008787,BTC,5,,f-coin-signal
period-04,305722333,31218035544,30.11.2021 19:15:25,1638288925795,BTCUSD_PERP,BUY,56700,172,0.303350970017637,0,BTC,0.00003033,BTC,5,,f-coin-signal
period-04,305722334,31218035544,30.11.2021 19:15:25,1638288925797,BTCUSD_PERP,BUY,56700,9,0.0158730158730159,0,BTC,0.00000158,BTC,5,,f-coin-signal
period-04,305722335,31218035544,30.11.2021 19:15:25,1638288925799,BTCUSD_PERP,BUY,56700,74,0.130511463844797,0,BTC,0.00001305,BTC,5,,f-coin-signal
period-04,305722336,31218035544,30.11.2021 19:15:25,1638288925839,BTCUSD_PERP,BUY,56700,245,0.432098765432099,0,BTC,0.0000432,BTC,5,,f-coin-signal
period-04,306627977,31374744891,01.12.2021 17:44:57,1638369897119,BTCUSD_PERP,SELL,58612.4,250,0.426530904723233,0.0136113,BTC,0.00021326,BTC,5,,f-coin-signal
period-04,306697117,31374837681,01.12.2021 19:08:01,1638374881197,BTCUSD_PERP,SELL,58900,250,0.424448217317487,0.01569399,BTC,0.00021222,BTC,5,,f-coin-signal
period-04,306700373,31388326358,01.12.2021 19:10:00,1638375000848,BTCUSD_PERP,SELL,58937.4,375,0.636268311802014,0.023945,BTC,0.00006362,BTC,5,,f-coin-signal
period-04,306774949,31400794561,01.12.2021 21:08:31,1638382111797,BTCUSD_PERP,SELL,57804.5,26,0.0449791971213314,0.00079559,BTC,0.00002248,BTC,5,,f-coin-signal
period-04,306774950,31400794561,01.12.2021 21:08:31,1638382111797,BTCUSD_PERP,SELL,57804.4,99,0.171267239172105,0.00302907,BTC,0.00008563,BTC,5,,f-coin-signal
period-04,306807360,31407788248,01.12.2021 21:54:19,1638384859153,BTCUSD_PERP,BUY,57500,250,0.434782608695652,0,BTC,0.00004347,BTC,5,0.0869565217391304,f-coin-signal
period-04,306818683,31411054256,01.12.2021 22:08:50,1638385730979,BTCUSD_PERP,BUY,57337.9,58,0.101154733605521,0,BTC,0.00005057,BTC,5,0.0202309467211042,f-coin-signal
period-04,306818684,31411054256,01.12.2021 22:08:50,1638385730979,BTCUSD_PERP,BUY,57337.9,99,0.172660665981837,0,BTC,0.00008633,BTC,5,0.0345321331963674,f-coin-signal
period-04,306818685,31411054256,01.12.2021 22:08:50,1638385730979,BTCUSD_PERP,BUY,57337.9,93,0.162196383195059,0,BTC,0.00008109,BTC,5,0.0324392766390118,f-coin-signal
period-04,306865481,31411766298,01.12.2021 23:25:22,1638390322644,BTCUSD_PERP,BUY,57000,202,0.354385964912281,0,BTC,0.00003543,BTC,5,0.0708771929824562,f-coin-signal
period-04,306865482,31411766298,01.12.2021 23:25:22,1638390322652,BTCUSD_PERP,BUY,57000,15,0.0263157894736842,0,BTC,0.00000263,BTC,5,0.00526315789473684,f-coin-signal
period-04,306865483,31411766298,01.12.2021 23:25:22,1638390322678,BTCUSD_PERP,BUY,57000,33,0.0578947368421053,0,BTC,0.00000578,BTC,5,0.0115789473684211,f-coin-signal
period-04,307378882,31507502648,02.12.2021 14:13:50,1638443630694,BTCUSD_PERP,BUY,56200,250,0.444839857651246,0,BTC,0.00004448,BTC,5,0.0889679715302492,f-coin-signal
period-04,308631060,31704255678,03.12.2021 20:06:23,1638551183569,BTCUSD_PERP,BUY,54963,80,0.145552462565726,0,BTC,0.00007277,BTC,5,0.0291104925131452,f-coin-signal
period-04,308631061,31704255678,03.12.2021 20:06:23,1638551183569,BTCUSD_PERP,BUY,54963,100,0.181940578207158,0,BTC,0.00009097,BTC,5,0.0363881156414316,f-coin-signal
period-04,308631062,31704255678,03.12.2021 20:06:23,1638551183569,BTCUSD_PERP,BUY,54963,20,0.0363881156414315,0,BTC,0.00001819,BTC,5,0.0072776231282863,f-coin-signal
period-04,308842274,31563393591,03.12.2021 22:41:51,1638560511539,BTCUSD_PERP,BUY,53800,250,0.464684014869888,0,BTC,0.00004646,BTC,5,0.0929368029739776,f-coin-signal
period-04,308975152,30916185759,03.12.2021 23:18:48,1638562728945,BTCUSD_PERP,BUY,53000,34,0.0641509433962264,0,BTC,0.00000641,BTC,5,0.0128301886792453,f-coin-signal
period-04,308975153,30916185759,03.12.2021 23:18:48,1638562728945,BTCUSD_PERP,BUY,53000,1,0.00188679245283019,0,BTC,0.00000018,BTC,5,0.000377358490566038,f-coin-signal
period-04,308975154,30916185759,03.12.2021 23:18:48,1638562728945,BTCUSD_PERP,BUY,53000,20,0.0377358490566038,0,BTC,0.00000377,BTC,5,0.00754716981132076,f-coin-signal
period-04,308975155,30916185759,03.12.2021 23:18:48,1638562728945,BTCUSD_PERP,BUY,53000,9,0.0169811320754717,0,BTC,0.00000169,BTC,5,0.00339622641509434,f-coin-signal
period-04,308975156,30916185759,03.12.2021 23:18:48,1638562728945,BTCUSD_PERP,BUY,53000,5,0.00943396226415094,0,BTC,0.00000094,BTC,5,0.00188679245283019,f-coin-signal
period-04,308975157,30916185759,03.12.2021 23:18:48,1638562728945,BTCUSD_PERP,BUY,53000,1,0.00188679245283019,0,BTC,0.00000018,BTC,5,0.000377358490566038,f-coin-signal
period-04,308975158,30916185759,03.12.2021 23:18:48,1638562728946,BTCUSD_PERP,BUY,53000,2,0.00377358490566038,0,BTC,0.00000037,BTC,5,0.000754716981132076,f-coin-signal
period-04,308975159,30916185759,03.12.2021 23:18:48,1638562728946,BTCUSD_PERP,BUY,53000,1,0.00188679245283019,0,BTC,0.00000018,BTC,5,0.000377358490566038,f-coin-signal
period-04,308975160,30916185759,03.12.2021 23:18:48,1638562728946,BTCUSD_PERP,BUY,53000,10,0.0188679245283019,0,BTC,0.00000188,BTC,5,0.00377358490566038,f-coin-signal
period-04,308975161,30916185759,03.12.2021 23:18:48,1638562728946,BTCUSD_PERP,BUY,53000,40,0.0754716981132075,0,BTC,0.00000754,BTC,5,0.0150943396226415,f-coin-signal
period-04,308975162,30916185759,03.12.2021 23:18:48,1638562728947,BTCUSD_PERP,BUY,53000,30,0.0566037735849057,0,BTC,0.00000566,BTC,5,0.0113207547169811,f-coin-signal
period-04,308975163,30916185759,03.12.2021 23:18:48,1638562728947,BTCUSD_PERP,BUY,53000,20,0.0377358490566038,0,BTC,0.00000377,BTC,5,0.00754716981132076,f-coin-signal
period-04,308975164,30916185759,03.12.2021 23:18:48,1638562728947,BTCUSD_PERP,BUY,53000,5,0.00943396226415094,0,BTC,0.00000094,BTC,5,0.00188679245283019,f-coin-signal
period-04,308975165,30916185759,03.12.2021 23:18:48,1638562728947,BTCUSD_PERP,BUY,53000,1,0.00188679245283019,0,BTC,0.00000018,BTC,5,0.000377358490566038,f-coin-signal
period-04,308975166,30916185759,03.12.2021 23:18:48,1638562728947,BTCUSD_PERP,BUY,53000,40,0.0754716981132075,0,BTC,0.00000754,BTC,5,0.0150943396226415,f-coin-signal
period-04,308975167,30916185759,03.12.2021 23:18:48,1638562728947,BTCUSD_PERP,BUY,53000,20,0.0377358490566038,0,BTC,0.00000377,BTC,5,0.00754716981132076,f-coin-signal
period-04,308975168,30916185759,03.12.2021 23:18:48,1638562728947,BTCUSD_PERP,BUY,53000,11,0.0207547169811321,0,BTC,0.00000207,BTC,5,0.00415094339622642,f-coin-signal
period-04,308986369,30936051904,03.12.2021 23:18:58,1638562738838,BTCUSD_PERP,BUY,52500,250,0.476190476190476,0,BTC,0.00004761,BTC,5,0.0952380952380952,f-coin-signal
period-04,309021132,30936071932,03.12.2021 23:19:27,1638562767529,BTCUSD_PERP,BUY,51500,250,0.485436893203883,0,BTC,0.00004854,BTC,5,0.0970873786407766,f-coin-signal
period-04,274093910,20186313999,04.12.2021 08:21:47,1638595307132,ETHUSD_PERP,BUY,3800,500,1.31578947368421,0,ETH,0.00013157,ETH,3,,f-coin-classic
period-05,313655657,31998164415,06.12.2021 01:07:11,1638742031848,BTCUSD_PERP,SELL,49093.3,400,0.814775132248189,-0.08457124,BTC,0.00040738,BTC,5,,f-coin-signal
period-05,278497316,21071186460,07.12.2021 09:55:52,1638860152297,ETHUSD_PERP,SELL,4354.77,2200,5.05193156010536,1.01385669,ETH,0.00050519,ETH,3,,f-coin-classic
period-05,321881670,33287132046,13.12.2021 16:13:23,1639401203170,BTCUSD_PERP,BUY,48450,91,0.187822497420021,0,BTC,0.00001878,BTC,5,,f-coin-signal
period-05,321881671,33287132046,13.12.2021 16:13:23,1639401203170,BTCUSD_PERP,BUY,48450,20,0.0412796697626419,0,BTC,0.00000412,BTC,5,,f-coin-signal
period-05,321881672,33287132046,13.12.2021 16:13:23,1639401203188,BTCUSD_PERP,BUY,48450,89,0.183694530443756,0,BTC,0.00001836,BTC,5,,f-coin-signal
period-05,321882543,33287172064,13.12.2021 16:13:29,1639401209091,BTCUSD_PERP,BUY,48400,3,0.00619834710743802,0,BTC,0.00000061,BTC,5,,f-coin-signal
period-05,321882544,33287172064,13.12.2021 16:13:29,1639401209092,BTCUSD_PERP,BUY,48400,197,0.40702479338843,0,BTC,0.0000407,BTC,5,,f-coin-signal
period-05,324558238,33709519166,15.12.2021 21:54:05,1639594445969,BTCUSD_PERP,SELL,47634.6,4,0.00839725745571496,-0.000921,BTC,0.00000419,BTC,5,,f-coin-signal
period-05,324558239,33709519166,15.12.2021 21:54:05,1639594445969,BTCUSD_PERP,SELL,47634.5,10,0.0209931877105879,-0.00230256,BTC,0.00001049,BTC,5,,f-coin-signal
period-05,324558240,33709519166,15.12.2021 21:54:05,1639594445969,BTCUSD_PERP,SELL,47634.5,81,0.170044820455762,-0.01865076,BTC,0.00008502,BTC,5,,f-coin-signal
period-05,324558241,33709519166,15.12.2021 21:54:05,1639594445969,BTCUSD_PERP,SELL,47634.4,107,0.224627580068186,-0.0246379,BTC,0.00011231,BTC,5,,f-coin-signal
period-05,324558242,33709519166,15.12.2021 21:54:05,1639594445969,BTCUSD_PERP,SELL,47634.4,50,0.104966158910367,-0.01151303,BTC,0.00005248,BTC,5,,f-coin-signal
period-05,324558243,33709519166,15.12.2021 21:54:05,1639594445969,BTCUSD_PERP,SELL,47634.3,8,0.0167946206829952,-0.00184212,BTC,0.00000839,BTC,5,,f-coin-signal
period-05,324558244,33709519166,15.12.2021 21:54:05,1639594445969,BTCUSD_PERP,SELL,47634.2,4,0.00839732797023987,-0.00092107,BTC,0.00000419,BTC,5,,f-coin-signal
period-05,324558245,33709519166,15.12.2021 21:54:05,1639594445969,BTCUSD_PERP,SELL,47633.6,1,0.00209935843606194,-0.00023029,BTC,0.00000104,BTC,5,,f-coin-signal
period-05,324558246,33709519166,15.12.2021 21:54:05,1639594445969,BTCUSD_PERP,SELL,47633.5,90,0.188942655903933,-0.02072703,BTC,0.00009447,BTC,5,,f-coin-signal
period-05,324558247,33709519166,15.12.2021 21:54:05,1639594445969,BTCUSD_PERP,SELL,47633.3,45,0.0944717246128234,-0.01036391,BTC,0.00004723,BTC,5,,f-coin-signal
period-05,324594913,33711094524,15.12.2021 22:00:38,1639594838317,BTCUSD_PERP,BUY,47552.5,1,0.00210293885705273,0,BTC,0.00000105,BTC,5,,f-coin-signal
period-05,324594914,33711094524,15.12.2021 22:00:38,1639594838317,BTCUSD_PERP,BUY,47552.7,1,0.00210293001238626,0,BTC,0.00000105,BTC,5,,f-coin-signal
period-05,324594915,33711094524,15.12.2021 22:00:38,1639594838317,BTCUSD_PERP,BUY,47552.7,80,0.168234400990901,0,BTC,0.00008411,BTC,5,,f-coin-signal
period-05,324594916,33711094524,15.12.2021 22:00:38,1639594838317,BTCUSD_PERP,BUY,47552.7,30,0.0630879003715877,0,BTC,0.00003154,BTC,5,,f-coin-signal
period-05,324594917,33711094524,15.12.2021 22:00:38,1639594838317,BTCUSD_PERP,BUY,47553.7,1,0.00210288579016985,0,BTC,0.00000105,BTC,5,,f-coin-signal
period-05,324594918,33711094524,15.12.2021 22:00:38,1639594838317,BTCUSD_PERP,BUY,47553.8,8,0.016823050944404,0,BTC,0.00000841,BTC,5,,f-coin-signal
period-05,324594919,33711094524,15.12.2021 22:00:38,1639594838317,BTCUSD_PERP,BUY,47553.8,10,0.021028813680505,0,BTC,0.00001051,BTC,5,,f-coin-signal
period-05,324594920,33711094524,15.12.2021 22:00:38,1639594838317,BTCUSD_PERP,BUY,47554,10,0.021028725238676,0,BTC,0.00001051,BTC,5,,f-coin-signal
period-05,324594921,33711094524,15.12.2021 22:00:38,1639594838317,BTCUSD_PERP,BUY,47554.4,1,0.00210285483572498,0,BTC,0.00000105,BTC,5,,f-coin-signal
period-05,324594922,33711094524,15.12.2021 22:00:38,1639594838317,BTCUSD_PERP,BUY,47554.5,8,0.0168228033098866,0,BTC,0.00000841,BTC,5,,f-coin-signal
period-05,324822508,33716180637,15.12.2021 22:26:38,1639596398647,BTCUSD_PERP,BUY,48144.7,100,0.207707182722086,0,BTC,0.00010385,BTC,5,,f-coin-signal
period-05,325125388,33729463432,16.12.2021 00:50:27,1639605027961,BTCUSD_PERP,SELL,49050,300,0.611620795107034,-0.04272466,BTC,0.00006116,BTC,5,,f-coin-signal
period-05,325354595,33785119122,16.12.2021 10:35:36,1639640136206,BTCUSD_PERP,BUY,48900,150,0.306748466257669,0,BTC,0.00003067,BTC,5,,f-coin-signal
